sentence,hate,category
শাকিব দ্বিতীয় বিভহ ক#,0,"meme, tiktok and others"
শাকিব নিংরা না মেয়েরা নিং,0,"meme, tiktok and others"
শাকিব পরিমনি জুটি দেখতে চাই,0,"meme, tiktok and others"
শাকিব বসের সাথে একমত,0,"meme, tiktok and others"
শাকিব বুবলি জুটি দেখতে চায় না,0,"meme, tiktok and others"
শাকিব বুবলির ছবি দেখতে চাইনা,0,"meme, tiktok and others"
শাকিব বুবলী কে চাই নাইচ জুটি,0,"meme, tiktok and others"
শাকিব ভাই,0,"meme, tiktok and others"
শাকিব ভাই অপুকে মেনেন,0,"meme, tiktok and others"
শাকিব ভাই আপনার জন্য দোয়া রোইল,0,"meme, tiktok and others"
শাকিব ভাই আপনি ওপু আপাকে মেনে নিন,0,"meme, tiktok and others"
শাকিব ভাই আপনে ভালে করেনি কেন অপু আপা সাথে থাকলেনা এটা কি টিক করেছেন এবং সুনলাম আপনে বেদব বুবলি সাথে,0,"meme, tiktok and others"
শাকিব ভাই এক হয়ে যাক,0,"meme, tiktok and others"
শাকিব ভাই কে বলবোশুধু মাএ ছেলে টার মুখের দিকে তাকিয়ে আর ভালোবাসার মানুষ টার জন্নেজিবনে এক জনকেই রাখুকঅপু ইসলাম,0,religious
শাকিব ভাই ছাড়া অপু দিদি একা তাই বলছিলাম জে আবার সিনেমা করবে না,0,"meme, tiktok and others"
শাকিব ভাই রিকুয়েষ্ট আপু আপুর সাথে মিলে যান শুদু আবরাহাম এর দিকে তাকিয়ে তার বাবার আদর বঞ্চিত করবেন না প্লিজ,0,"meme, tiktok and others"
শাকিব ভাই সেরাই সেরা।,0,"meme, tiktok and others"
শাকিব ভাই হাতটা ধরো,0,"meme, tiktok and others"
শাকিব ভাইয়া এবং অপু আপু আপনারা একহন এইটাই চাই আমরা,0,"meme, tiktok and others"
শাকিব ভাইয়া কথা আমি এক মত,0,personal
শাকিব ভাইয়া কে অনুরোদ করছিঅপু কে মেনে নেয়,0,"meme, tiktok and others"
শাকিব ভাইয়ার সাথে অপুকে ছাড়া আর কাওকে মানায় নাশাকিব আর অপুর জুটি আমার খুব খুব ভাল লাগেআরু ভাল লাগে যে ওরা দৃজনেই বাস্তবে জুটিআরু ভাল লাগে ওদের দুষ্ট মিষ্টি সুন্দর ছেলেটানাইস লাগে,0,personal
শাকিব ভাইয়ার সিনেমা মানে সুপারহিট বামপারহিট বল্কবাসটার অামরা সবাই শাকিব সিনেমা দেখব তার পিছনে লেগে কোন লাভ নাই অামরা শাকিব ভাইয়ার সাথে ছিলাম অাছি থাকব,0,"meme, tiktok and others"
শাকিব ভালো অপু ভূয়াবেয়াদ মহিলা,0,"meme, tiktok and others"
শাকিব যদি অপুকে বিয়ে করে তাহলে আল্লাহ পাক হয়তো মাপ করে দিতে পারেন,0,"meme, tiktok and others"
শাকিব যদি ভাল মানুষ হতো তাহলে অপুকে মেনে নিত,0,"meme, tiktok and others"
শাকিব যা বলেছে সব ঠিক বলেছে,0,"meme, tiktok and others"
শাকিব যেন অপু কে ফিরিযে আনে এই আমার অনুরুদ,0,personal
শাকিব যেভাবে আচরন করছেন নিচ্ছই পর নজর আছে নিচ্ছই ওর অনেক মেয়েদের সাথে সম্পরক আছে ও প্রচুর খারাপ ওকে শাস্তি হওয়া উচিত থেকে বাদ করে দেওয়া উচিত এর শিল্পিসমিতি থেকে বাতিল করে দেওয়া উচিতও যখন আসবে এব্রিসির গেট বন্ধ করে দেওয়া উচিতওকে বলছি এখনো সময় আছে ভালো হয়ে যাওটাকার বড়াই করিও না,0,"meme, tiktok and others"
শাকিব শাবনূর জুটিবেঁচে থাকুক হাজার বছর,0,"meme, tiktok and others"
শাকিব সব জাগারো হিরো,0,"meme, tiktok and others"
শাকিব সাথে আমি এক মত,0,personal
শাকিব সিনেমা পর্দার একজন ভাল অভিনেতা কিন্তু সে বাস্তবে ভিলেনের চায়তেও খারাপ,0,"meme, tiktok and others"
শাকিব সুধু মাএ অপুর সাথে ভালো লাগে,0,"meme, tiktok and others"
শাকিব সেরা,0,"meme, tiktok and others"
শাকিব হি ইজ দা বস ছবিটা দেখে মন টা বরে গেলো,0,"meme, tiktok and others"
শাকিব৷ অপু৷ ছেলে৷ নিয়ে৷ সুখের৷ সংশার৷ করবে৷ এটাই৷ আমি৷ চাই৷ শাকিব৷ ভাইয়ার৷ কাছে৷ অনুরোদ,0,personal
শাকিবকে চরম শিক্ষা দেওয় উচিত শাকিব এরকম কেনকরছেন ওর জন্য নষ্ট হতে পারে আরো মানুষ,0,"meme, tiktok and others"
শাকিবখান ছাড়া আর কউ নাই,0,"meme, tiktok and others"
শাকিবের চেয়ে ুএকটা গরুর মূল্যর বেশি,0,"meme, tiktok and others"
শাকিবের ছবি আসলেই দারুন,0,"meme, tiktok and others"
শাকিবের ছেলে হল এই বলে তো অপুকে ডিভোর্স করল তাহলে ছেলের উপর এত আগ্রহ কেন মিডিয়ার কাছে ভালো হওয়ার জন্য না সত্যি ছেলেকে ভালবাসে ছেলেকে যদি এতো ভালবাসে সাকিব তাহলে ছেলের মা কে আর ছেলেকে সঠিক মর্যাদা দিচ্ছে না কেন,0,"meme, tiktok and others"
শাকিবের পাগলা ফ্যানরা কোই হাত দেখতে চাই ����,0,"meme, tiktok and others"
শাকিবের ফেইসের লগে মিলে,0,"meme, tiktok and others"
শাকিবের মা বাবা সব চেয়ে বেশি খারাপ এতো সুন্দর একটি নাতি পেয়ে তারা বুঝতে পারছেন না মানলাম অপু খারাপ তাহলে ছেলে জন্ম দেওয়ার পর তালাক কেন,0,"meme, tiktok and others"
শাকিবের সাথে অপুকে চাই,0,"meme, tiktok and others"
শাকিবের সাথে আমিও এক মত,0,personal
শাকিবের সাথে এক মত ওর তো বেহায়া মেয়ে মানুষ জিবনে দেখি নাই বেয়াবদ মেয়ে,0,"meme, tiktok and others"
শাকিবের সাথে একমত,0,"meme, tiktok and others"
শাকিবের সাথে কোন নাইকা ছবি করতে চায় না বলে শাকিব বুবলিকে খুজে নিয়েছেকারণ এর আগে ছিলো অপু অপুর প্রয়জন শেষ এখন বুবলিতার পরে কে আসে জানি নাশাকিব নাইকা পায়না বলে এক নাইকা দিয়ে মুভি করে,0,"meme, tiktok and others"
শাখিব তুমি জেতো রাগ করো না জয়ের মুখের তাকালে শব ভুলে জাবে,0,"meme, tiktok and others"
শাবনুর আছে বলে অনেক সুন্দর হয়েছে৷নায়ক টার অভিনয় খুব সুন্দর অভিনয় করেছেন,0,celebrity
শাবনুর আপু অনেক কিউট ভালো লাগে তাকে ও তার মুভি,0,"meme, tiktok and others"
শাবনুর আপু আপনি দেশে আসেন ছবি আপনি করেন বা না করেন সেটা বড় কথা নয় বড় কথা আপনাকে অপু বিশ্বাস খুবই মানে আপনি আপনাকে সে খুব শ্রদ্ধা করে সে হিসেবে আপনি তাকে অনুরোধ করুন শাকিবের সঙ্গে যেন একসঙ্গে বসবাস করে,0,"meme, tiktok and others"
শাবনুর আপু তোমাকে বোরকা পড়াতে খুব সুন্দর লাগছে,0,"meme, tiktok and others"
শাবনুর ও শাকিব জুটি আবার দেকতে ছাই,0,"meme, tiktok and others"
শাবনুর নমবোর অভিনেএি,0,"meme, tiktok and others"
শাবনুর নাম্বার ওয়ান শাবনুর আপু কার সাথে তুলনা হয়না,0,"meme, tiktok and others"
শাবনুরকে রিয়াজ ছারা ভালো লাগে না,0,"meme, tiktok and others"
শাবনূর অনেক হেল্প করছে শাকিবরে আগে তো মুনমুন ময়ূরি আর পলির সাথে ছবি করত,0,"meme, tiktok and others"
শাবনূর আপা শেষ বয়সে রিয়াজ ভাইয়ের সাথে আপনার ছবি দেখতে চাইরিয়াজ ভাই যেন যুবক দেখা যায় তাহলে শাকিব চান্চ পাবেনা,0,"meme, tiktok and others"
শাবনূর আপু আপনি এত বড় একটা অভিনেত্রী আর আপনি এরকম নায়কের সাথে ছবি দেখে সত্যিভালো লাগলো না,0,celebrity
শাবনূর কি খুব সুন্দর লাগতেছে,0,"meme, tiktok and others"
শাবনূর বুড়ি হয়ে গেছে হা হা হা,0,"meme, tiktok and others"
শাবনূর ভালো নায়িকা,0,celebrity
"শাবনূর মানেই অসাধারন ,কিন্তু নায়ক জায়েদ খান কলেটি ।",0,celebrity
শাবনূর সব সময় নাম্বার ওয়ান,0,"meme, tiktok and others"
শাবানা আপা তোমাকে শুধু একটা কথায় বলতে চাই যে তোমার কোনো তুলনা হয় না তোমার তুলুনা শুধু তুমি।,0,"meme, tiktok and others"
শাবানা আপার পরের স্থান হলো শাবনূর কোনো এক দিন তার প্রেমে পরেছিলাম কিন্তু সবাই তো আর চাইলে পায় না,0,"meme, tiktok and others"
শাবানা আপার মত অভিনয় আর এই রকম সামাজিক ছবি বাংলর বুকে আর কোনো দিন হবেনা,0,"meme, tiktok and others"
শাবাশ ওস্তাদ,0,"meme, tiktok and others"
শাবিলা নুরের নিয়ে একটা নাটক বানাবো আমি ( ভালবাসার নীল বেদোনা),0,personal
শাবূরের দরকার নায়েকা হিসাবে গাজী হায়াত ভাইতার পর দর্শকের ডল হবে,0,"meme, tiktok and others"
শামিম চৌধুরি ছাড়া কি বাংলাদেশে আর কোন ধারাভাষ্যকার নাই ��,0,"entertainment, meme, tiktok and others"
শামিম ভাইয়ের অভিনয় আমার ভাল লাগে,0,"entertainment, meme, tiktok and others, personal"
শামীম ওসমান তো সেক্সুয়ালি খারাপ কিছু বলেন নাই উনি খেলা হবে মানে মারামারি কাটাকাটির কথা বুঝিয়েছেন,0,sports
শামীম ওসমান ভাই কঠিন খেলা হবে�,0,sports
শালার সিনিমার কী ঘটনা বোঝায় য়ায় না,0,"meme, tiktok and others"
শাসি মিথ্যা কথা বলছো,0,"meme, tiktok and others"
শা‌স্তি চাই,0,"meme, tiktok and others"
শাস্তি চায়,0,"meme, tiktok and others"
শাস্তি দেওয়া হোক প্রশাসন কে ধন্যবাদ,0,"meme, tiktok and others"
শাস্তি দেওয়া হোক বাংলাদেশ থেকে বলছি,0,"meme, tiktok and others"
শাস্তি নয় কাশ্মীরকে স্বাধীন ঘোষনা করা হোক,0,"meme, tiktok and others"
শাস্তি হোক,0,"meme, tiktok and others"
শাস্তির বদলে শাস্তি মুভি বাংলা ভিশন চ্যানেলে আছে। আপলোড পাওয়ার উপায় কি?,0,"meme, tiktok and others"
শাহবাগে যখন রাস্তা দখল করে আন্দোলন করছিল তখন মানুষের কষ্ট হয়নি? তখন কি একাত্তরের মত গর্তে ছিলেন? দেখেন নি?,0,"meme, tiktok and others"
শাহরুখ খান আমির খান সলমান খান যদি বাবরি মসজিদ কে ধংসের হাত থেকে রক্ষা না করার চেষ্টা করে তাহলে কি জবাব দিবে আল্লাহর কাছে তাই উচিৎ মাঠে নেমে বাবরি মসজিদ রক্ষা করা,0,"personal, religious"
শাহরুখ খান যা বলেছ ঠিক বলেছে কিন্তু তুই লাইভ ভিডিও দেখা তারপর কথা বলবি,0,"meme, tiktok and others"
শাহিদ কাপুর সাথে কিশের রাগ শারুপ খানের,0,"meme, tiktok and others"
শাহিনসাহা আসচে দেব এবার ভই পাবে,0,"meme, tiktok and others"
শাহেদ ভাই তিনি যদি আপনার এই ভিডিও দেখেন তবে খুব হতাশ হবেন এই ভেবে যে আপনি তাঁকে ভাবেন নি �❗,0,"meme, tiktok and others"
শাহেনশা ছবি দেন,0,"meme, tiktok and others"
শাহেনশাহা সেকেন্ড গান টা ও পাই না অামি,0,entertainment
শিক্ষা কম এর কারনে বলেছেন,0,"meme, tiktok and others"
শিক্ষা না থাকলে যা হয়,0,"meme, tiktok and others"
শিক্ষার অভাব,0,"meme, tiktok and others"
শিক্ষিত বিবেকের অভাব,0,"meme, tiktok and others"
শিঘ্রই ইসলামিক শাষন আসবে আবার,0,religious
শিয়ারা কি মুসলমান,0,"meme, tiktok and others"
শিরক হচ্ছে ভাই,0,"meme, tiktok and others"
শিরনামের সাথে খবরের মিল নেই,0,"meme, tiktok and others"
শিরোনাম দাতার মাথার সমস্যা আছে,0,"meme, tiktok and others"
শিরোনামে ধোঁকা দিয়ে কি সুন্দর স্বাভাবিকভাবে উপস্থাপনা করছে,0,"meme, tiktok and others"
শিরোনামে লিখলো কি আর বলল কি।,0,"meme, tiktok and others"
শিরোনামের সঙ্গে ভিডিওর কোন মিল নেই,0,"meme, tiktok and others"
শিরোনামের সাথে খবরের মিল থাকেনা কেন,0,"meme, tiktok and others"
শিরোনামের সাথে খবরের মিল নাই ভুয়া চৈতালি,0,"meme, tiktok and others"
শিল্পীর নামে কলঙ্ আখি আলমগীর সেক্স ভিডিও বানা ইন্টারনেটে ছেড়ে দে টাকার জন্য,0,"meme, tiktok and others"
শিশু বক্তা কেয়ামতের আলামত মিজানুর রহমান আজহারী এই বাচ্চা তো তাহেরির ছেলে বয়সী সে কিভাবে তাহেরীকে নিয়ে কটুক্তি করে আমার ভালো লাগে নাই,0,personal
শিশু বক্তা কেয়ামতের আলামত! �� মিজানুর রহমান আজহারী,0,"meme, tiktok and others"
"শিশুতোষ গল্পের জনক আপনি।খুব ভালো একটা গল্প পরলাম।এটা নিয়ে একটা বিজ্ঞান কল্প রচনা করা যেতে পারে। এমনে কিভাবে পারেন? একজন লেখক আপনি,হোক সেটা বাচ্চাদের গল্পের।একজন লেখক তো বাস্তব টা,প্রয়োজনীয় জিনিস টা তুলে ধরবে,আপনি শুধুই প্যাচাল পারতে পারেন।আজিব!!!",0,"meme, tiktok and others"
শীঘ্রই ভারতের পতন ঘটবে,0,geopolitical
শুওর একটা,0,"meme, tiktok and others"
শুকরের গায়ে লম্বা পসম গজলে যা হয়।,0,"meme, tiktok and others"
শুচি যা কিছু করেছে ভাল করেছে,0,"meme, tiktok and others"
শুধু এই খেলাতো নাই,0,sports
শুধু এই ডিসি কেনো আওয়ামীলীগ এর সমস্ত উপরের নেতা মন্ত্রীরাই এমন কর্মকান্ড করে বেড়ায়।জাস্ট সেগুলো কোন ক্যামেরায় বন্দী হয়নি এখনো।����,0,"meme, tiktok and others"
শুধু কাঁদলাম,0,"meme, tiktok and others"
শুধু ছেলের বিচার হবে কেন তার বৌ যে দাড়িয়ে দাড়িয়ে দেখে গেলে শুধু তার কি হবে,0,"meme, tiktok and others"
শুধু দিতে থাকে,0,"meme, tiktok and others"
শুধু দেখে গেলাম কিছু বলতে পারলাম না,0,"meme, tiktok and others"
শুধু নিশ্বশব্দে একটু কাঁদতেই পারি,0,"meme, tiktok and others"
শুধু পিটাতর মনে করছে,0,"meme, tiktok and others"
শুধু পুরুষ টাই নয় পাশের তাকিয়ে দেখা মহিলা টাকেও আইনের আওতায় দেওয়া উচিত,0,gender
শুধু বাংলাদেশ এর নয় ভালোবাসিদের ও প্রিয় খেলোয়াড়!! একজন খুবই আর ওর মতো নেতা বাংলাদেশ ক্রিকেট এর খুঁজে পাওয়া খুবই কঠিন!,0,sports
শুধু মাত্র কমেন্ট গুলা পড়তে আসলাম,0,"meme, tiktok and others"
শুধু মাত্র তাহসিন ভাইয়ের রোস্ট এর অপেক্ষায় ছিলাম ভরা চরা টা দেখার জন্য ধন্যবাদ ভাইয়া ।,0,"meme, tiktok and others"
শুধু মাত্র মাহি আপুর জন্য ছবিটা দেখবো,0,"meme, tiktok and others"
শুধু মেয়েরা পাগল নয় ছেলেরাও পাগল দুই বাংলার সুপারস্টার কিং খানের প্রেমের পাগল ছেলে মেয়েরা ওকে অনেক ভালোবাসি আই লাভ ইউ বস,0,"meme, tiktok and others"
শুধু হবে বস্ শাকিব খান,0,"meme, tiktok and others"
শুধু হবে বস্ শাকিব খান টপ হিরো,0,"meme, tiktok and others"
শুনছি পদ্মাসেতুতে মানুষ বা অমানুষের রক্ত চাইছে।এই অমানুষটাকে দেশের স্বার্থে পদ্মাসেতুতে বলি দেয়া যায়না,0,"meme, tiktok and others"
"শুনছিলাম আপনার নাকি পাতলা পায়খানা হচ্ছে, বাথ রুম থেকে বের হতেই পারছিলেন না এখন কি অবস্থা আপনার সড়কে কি একটু জ‍্যাম লেগেছে, নাকি এখনো সড়ক দিয়া সুপার গ্লু বের হচ্ছে?� আজ যদি বিদায় পিথিবি রিয়‍্যাক্ত রাখতো আমি দশ লাখ রিয়াক্ত আপনার জন‍্য দিতাম� রোনালদোর জন‍্য খারাপ লাগছে বেচারি রিয়ালে থাকাকালীন আপনার গেন্দু মার্কা কথা দেখে যেতে পারলো না � এদিকে আয়তন সাদিকের ইসকুল পোলাপাইনের ফর্টিনাইনের আগায় তুলে দিয়েছে , খারাপ লাগছে আপনার জন‍্য, আজ বেঁচে থাকলে আপনি রাস্তায় আমরা ফুটবল খেলতে পারতাম ��",0,"personal, sports"
শুনলাম কমেন্ট সবাই বমি করতেছে! আপনার মত দল কানা লোকের পোস্ট পড়তে রুচিতে বাধে। বি:দ্র আমি কমেন্ট পড়ে বিনোদন নিতে আসলাম!,0,personal
শুনলাম কোনো প্লান্ট হয় নাই জাস্ট কাগজ দিয়ে বড় করছে। কাহিনী কি,0,"meme, tiktok and others"
শুনলাম স্যার নাকি মরে গেছে?? এটা কি গুজব নাকি সত্যি? তাইলে আমরা এত ভালো ভালো লেখা কই পাবো? আহারে বড় ভালো মানুষ ছিলেন স্যার।।।,0,"meme, tiktok and others"
শুনি কি হুমকি দিল,0,"meme, tiktok and others"
শুনে ভালো লাগচে,0,"meme, tiktok and others"
শুনেছি ইউটিউবের কোন এক ভিডিও তে আনলাইক লাইকের চেয়ে ১০ গুণ বেশী!!! �,0,"meme, tiktok and others"
শুনেছি ময়ূরী বিয়ের পর তাবলিগ করেইসলামী জীবন যাপন করে কই সে রকম কিছুই তো দেখলাম না,0,religious
শুনেছি মাহাত্মা গান্ধী নাকি কুমারী মেয়েকে নিয়ে শুইতো কারণ উনার গোপন অঙ্গ শক্ত হয় কিনা উনি চেক করতে কিন্তু না গোপন অঙ্গ শক্ত হয়নি কারণ ওনার মনের মধ্যে খারাপ কিছু ছিল না আর আমাদের রাষ্ট্রপতি আব্দুল হামিদ সাহেব পিয়াংকা চোপড়ার পেটে ঢুকার জন্য পাগল হয়ে গেছে আসলেওনি কমেডি করে বেশি কারণ ভোটার রাষ্ট্রপতি না জোকার রাষ্ট্রপতি কমেডি,0,entertainment
শুনেনউনি অইখানে স্পিচ দিতে গেছেনআর বড় বড় ব্যক্তিরাই স্পিচ দেওয়ার সময় একটু খোশ গল্প করেনাহলে কেউ জ্ঞান নিতে চায় নাআসর জমিয়ে নিতে হয় এটাকে মুর্খামি বললে সবাই মুর্খ,0,"meme, tiktok and others"
শুভ কামনা রইলো প্রিয় দল আর্জেন্টিনা লিও মেসি,0,"meme, tiktok and others"
শুভ কামনা শাকিজ অপু জয়ের জন্য,0,"meme, tiktok and others"
শুভ কে বাংলাদেশে অনেক জাগাই চিনেনাসেই কি করে সুপার সটার হবেবাংলাদেশে একটি নাম জে নামে লক্ক লক্ক মানুস রক্ত দিতে প্রস্তুত সেই হচ্চে বাংলার কিং সাকিব খান,0,"meme, tiktok and others"
শুভ জন্মদিন অভিনন্দন শুভেচ্ছা রইলো প্রিয় সুপারস্টার জন্য,0,"meme, tiktok and others"
শুভ জন্মদিন শাকিব খান ভাইয়া,0,"meme, tiktok and others"
শুভকামনা মাশরাফি ভাই ����,0,"meme, tiktok and others"
শুয়ার,0,"meme, tiktok and others"
শুর তো মিলাতে পারেনি,0,"meme, tiktok and others"
শুরু করলাম আশা করি ভাল হবে,0,"meme, tiktok and others"
শুরু থেকেই বলছি রাজশাহী ইনশাল্লাহ ক্যাপ নিবে এখনো বলছি ওস্তাদের মার শেষ রাতে কে কে মানেন লাইক দিন�����������,0,"meme, tiktok and others"
শুরু থেকেই বোখারী সাহেব বি জে পির দালাল,0,"meme, tiktok and others"
শুরের,0,"meme, tiktok and others"
শেখ হাসিনা একজন দক্ষ নেত্রী বুদ্ধিমতী তার মাথায় যে বুদ্ধি এবং গুন আছে বছর বয়স হলে ও তিনি সুন্দর ভাবে সবকিছু সামলাতে পারবে । যতো জামেলা বাধুক শেখ হাসিনা বুদ্ধি দিয়ে সবিছুই হাত করে নেয় এটা তো আমরা অনেক বার প্রমাণ পেয়েছি । সৃষ্টিকর্তার আশীর্বাদ আছে শেখ হাসিনার উপর এটাই আসল সত্য,0,"entertainment, political"
শেখ হাসিনা ক্ষমতার জন্য নির্দোষ মানুষ টাকে ফাঁসি তে ঝুলিয়ে দিলএতো অবিচার আল্লাহ সইবে নাবিচার একদিন হবেই হবে ইনশাআল্লাহ,0,"entertainment, political"
শেখ হাসিনা যদি ওর ফাসি না হয় তাহলে তুমি মানুষ নয়,0,"entertainment, political"
শেখ হাসিনাকে নিয়ে ওনার এত রাগ কেনো বুঝি না আওয়ামীলিগ আর শেখ মুজিব না থাকলে এ দেশ ষ্বাধীন হত না শেখ হাসিনা একজন সফল নেত্রী তার মত নেত্রী এ দেশে কোনো দিন ছিল না আজো নেই,0,"entertainment, political"
শেপু দা বলছে বাঙালির গুস্টি ছুদি আওয়ামীলীগের গুস্টি ছুদি আওয়ামী লীগকে গালি দেওয়ার সাপোর্ট কমেন্টকারী শতাংশ তাহলে এক কথায় বুঝা যায় বিএনপিজামাত এরা বাঙালি নয় শুধুমাত্র আওয়ামী লীগ বাঙালি যারা বাঙালি নয় তারা বাংলাদেশে কোন রাজনীতি তারা করতে পারবে না আমার কথা নয় কমেন্টকারী আর সেফুদার কোথায় সেফুদা এবং কমেন্ট কাঠির কথায় বিবেচিত হয়,0,"personal, political, slander"
শেরাবনতী বিয়া কর সাকিবকে তরকারী চাকা বেটি তুমার ছেলে বড়হৈছে মনে নাই,0,"meme, tiktok and others"
শেরেবাংলা একে ফজলুল হকের পরে যদি কাউকে বাঘ উপাধি দেওয়া হয় সেই উপাধি তার,0,"meme, tiktok and others"
"শেষ কথা শোনার পর, শরীরের লোম দারিয়ে গেলো।",0,"meme, tiktok and others"
শেষ ঘড়ি পড়েছিলাম বাবার দেওয়া তারপর এটা নষ্ট হওয়ার পড় আর সাহস পাইনি একটা ঘড়ি কেনার কিনবো কিভাবে? আমাদের ঘড়ি কিনার টাকাতো সব দেখছি উনার হাতে �,0,"meme, tiktok and others"
"শেষ পর্যন্ত সৃষ্টিকর্তায় বিশ্বাস করেছেন ? ভাবুন পৃথিবী এতো সুন্দর , মৃত্যূর কাছাকাছি গিয়ে আজ প্রকৃতির এই সৌন্দর্য্য অনুভব করেছেন ৷ ভাবুন একমাত্র আল্লাহ্ ছাড়া এই সৃষ্টি কে করতে পারে ? আজ হয়তো মৃত্যূকে অনেক কাছ থেকে দেখেছেন তাই সৃষ্টিকর্তার প্রতি বিশ্বাস এসেছে ৷ যদি সত্যিই এমনটা হয়ে থাকে তাহলে আপনার ভক্ত হিসেবে জেনে ভালো লাগবে ৷ আপনার সুস্থতা কামনা করছি ৷ �",0,"meme, tiktok and others"
শেষ মিনিটের কথাগুলো অনেক ভালো লাগছে,0,"meme, tiktok and others"
শেষটা ভালো লাগেনি,0,"meme, tiktok and others"
শেষের কথা গুলো আপনার বানানো,0,"meme, tiktok and others"
শেষের কথা গুলো ভালো লাগছে সঠিক বলেছেন,0,"meme, tiktok and others"
শেষের কথাগুলো ভালো ছিলো.......,0,"meme, tiktok and others"
শেষের দিকে চোখের জল ধরে রাখতে পারলাম না।এই সমাজ খুবই নিষ্ঠুর। একটু ভালবাসা মানুষকে অনেক সুন্দর করে গড়ে তুলতে পারে।কার ভাগে্ যেন এরকম খুনি শিকদার এর তকমা না জুটে,0,crime
শৈশবে ছেলেকে এরকম দেওয়া উচিত ছিল,0,"meme, tiktok and others"
শো এর ইয়ে মাইরা দিছে।�,0,"meme, tiktok and others"
শো এর হোয়া মেরে দিসে �,0,"meme, tiktok and others"
শো দেখে মন খারাপ হয়ে গেছে কিন্তু কমেন্ট পড়ে ভালো লাগছে,0,"meme, tiktok and others"
শোন যেটা হিন্দুদের সেটা নিয়ে ছারবো আর যেটা হিন্দুদের নয় সেই দিকে তাকিয়ে দেখি না বাবরি মসজিদ তোদের নয় ওটা আগে আমাদের রামের মন্দির ছিল তাই জন্য বলছি অন্য জনের কথায় কান দিসনা তোরা যদি ভগবান কে বিশ্বাস করিস তাহলে সত্যি করে বল ওটা আগে মন্দির ছিল নাকি মসজিদ,0,religious
শোয়া চান পাখি উকিল মুন্সীর গানআমার গায়ে যত দুঃখ সয়নিলুয়া বাতাসেএই সব কয়টা গান বাউল সাধক বিরহী উকিল মুন্সীর লেখাউনার বাড়ী নেএকোনা ছিল,0,"entertainment, personal"
শ্রদ্ধারকোন কাম নাই যে আকাইম্মা জল মাল্টিমিডিয়ার সাথে গিয়ে ছবি করব,0,"meme, tiktok and others"
"শ্রদ্ধেয় জাফর ইকবাল স্যার,আপনার জন্য আমি একটা উপন্যাস লিখবো। উপন্যাস এর নাম ""গর্তে থেকে বেরিয়ে এলো"" বা "" এতো দিন কোথায় ছিলেন"" বা ""স্যার এখন ঘুমাচ্ছেন না"" আয়মান ভাই(মন্ত্রী) জন্য একটা গল্প লেখা শেষ এখন এখন সরকার অনুমতি দিলেই প্রকাশিত হবে আগামী বই মেলায় এই বই গুলা। মনে হচ্ছে আমি দোয়া প্রার্থী ���� ভালোবাসি স্যার আপনাকে,ভাই আয়মান আপনাকে ও অনেক ভালোবাসি সাথে।�� সেইলুট(স্যালুট) স্যার���� বিঃদ্রঃ ১৮+",0,personal
শ্রদ্ধেয় ভাইয়েরা !!! আমারে একটু জায়গা দিয়েন.#এনা_হর_হর_করে_বমি করতাম। কী আর কমু উনার মতো তো আর পল্টিবাজ কথার কারিগর হইবার পামু না তাই এটুকুই কইলাম। ধন্যবাদ ভাইয়েরা একটু জায়গা দেয়ার জন্য ।।।,0,personal
"শ্রদ্ধেয় স্যার, সঞ্জয় দত্তের ""রুদ্রাক্ষস"" ছবিটি দেখেছি। আজ ভয় হচ্ছে সেই রুদ্রাক্ষস গিলে নিতে চাচ্ছে দেশের মেধাকে।",0,"meme, tiktok and others"
শ্রদ্ধেয় স্যারের পোস্টে কমেন্ট করার জন্য এতদিন অপেক্ষায় ছিলাম। অবশেষে সুযোগ পাইলাম। স্যার অসংখ্য ধন্যবাদ আপনাকে। এত সুন্দর করে সবাইকে বুঝানোর জন্য যে আপনি আমাদের পাশে আছেন। বিঃদ্রঃ কেউ তাড়াহুড়ো করবেন না। সবাই বমি করার সুযোগ পাবেন।,0,"meme, tiktok and others"
"শ্রদ্ধেয়,স্যার আমি কিছু লিখতে পারলাম না। শুধু কমেন্ট গুলোই পড়লাম☺",0,personal
শ্রীমতী কেন লেখেন,0,"meme, tiktok and others"
ষড়যন্ত্র সব কিছুতে!�,0,"meme, tiktok and others"
ষড়যন্ত্রের মোল হোতা এই পাপন,0,sports
ষাড় আপনি এতো �job কেমনে চড়ান?,0,"meme, tiktok and others"
ষ্টেশনের ভিখারীকে এমন জায়গায় অানা ঠিক হয়নি ওতো সহযোগীদের অপমান করলো,0,slander
ষ্যার একটি ভদ্র প্রশ্ন: আপনার স্ট্যাটাসে এত হাহা রিএক্ট পড়ে কেন? ১) আপনি বুঝে না বুঝে হড়হড় করে বমি করেন সে জন্য? ২) আপনি বাংলাদেশের সবচেয়ে বড় বিজ্ঞানী সে জন্য? ৩) আপনি ঠান্ডা মাথার দালাল সে জন্য?,0,"meme, tiktok and others"
"ষ্যার,,আপনার প্যাইজে লাইক দিয়েছি শুধু কমেন্ট/মন্তব্যগুলো পড়ার জন্য। কি যে মজা লাগে কমেন্টগুলো পড়া সেটা আপনাকে বুঝাতে পারবোনা। সময় করে আপনিও কিছু মন্তব্য পড়ে নিয়েন।হাসি খুশি থাকা স্বাস্থ্যেরর জন্য ভালো!!",0,entertainment
স,0,"meme, tiktok and others"
স এর উচ্চারণ আপনি জানেন না,0,"meme, tiktok and others"
